Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU59,2603.93668374,OUT035
FDU28,3101.72195069,OUT035
NCP30,635.14787627,OUT046
FDB39,849.09693671,OUT018
FDE41,1418.91816412,OUT013
DRH11,139.395759486,OUT010
FDA58,3961.10444009,OUT045
FDU50,1950.7541739,OUT046
FDM34,2074.50975156,OUT013
FDM44,2604.31122824,OUT027
FDR39,3132.75116235,OUT045
FDM25,2876.40468003,OUT045
FDQ49,2501.56445001,OUT049
DRH25,808.686147684,OUT018
FDM09,4242.80780806,OUT027
FDL44,366.986001401,OUT019
NCR42,587.478998856,OUT018
DRL59,845.164720976,OUT046
FDX43,2716.43640355,OUT013
DRK47,592.068794729,OUT010
FDU48,1922.74728704,OUT018
FDY12,767.108989654,OUT045
NCN43,1909.5632815,OUT018
NCM55,3021.5490297,OUT018
FDQ21,3247.41571767,OUT027
FDX13,4047.64138659,OUT035
NCK30,6007.41208208,OUT027
FDG20,2874.74076263,OUT049
DRG27,610.642320507,OUT017
FDY14,3762.06235193,OUT018
FDP59,1649.60948766,OUT035
FDU60,2759.35020319,OUT017
NCC18,416.280300373,OUT019
DRJ39,3635.70520829,OUT017
FDS07,1927.77815732,OUT049
FDM08,6012.5135694,OUT027
FDP51,2020.17921863,OUT045
FDU16,1326.23516029,OUT035
FDH12,1652.09774989,OUT013
DRE48,495.02514824,OUT010
NCL42,6017.39608428,OUT027
FDR21,2890.43918787,OUT045
NCW29,2040.06006041,OUT035
FDO11,4045.05515625,OUT013
NCM31,2113.19945803,OUT049
FDV35,358.016304081,OUT019
FDF58,971.681033153,OUT017
NCE43,2782.97886446,OUT049
FDA02,2456.26532704,OUT035
DRL37,120.824536862,OUT010
FDR24,1398.65978631,OUT018
FDW59,1330.64152276,OUT049
FDS22,664.573343595,OUT049
FDW24,756.054119897,OUT017
FDU24,1497.34580005,OUT035
FDA21,5184.73210281,OUT027
FDH58,3175.56697253,OUT027
FDW36,1633.84594172,OUT018
FDI45,4490.13495791,OUT027
FDU01,3011.65879962,OUT018
FDF35,2786.50025425,OUT027
FDU43,589.454673352,OUT019
FDE24,358.379981999,OUT019
FDK50,2602.13429955,OUT049
FDG31,1038.34122581,OUT045
FDC60,1382.52919565,OUT045
FDL36,1418.11876372,OUT013
FDP21,3109.98448336,OUT013
FDW16,1384.10863028,OUT045
FDX02,3762.76242895,OUT017
FDQ58,4031.4310746,OUT027
FDT51,1724.63868856,OUT046
FDD59,1288.82062462,OUT049
NCM42,1639.69186703,OUT018
FDA57,611.824214584,OUT018
FDZ48,1746.14061702,OUT035
FDE46,2483.83696917,OUT045
NCZ30,288.993741987,OUT019
FDB56,3087.30075713,OUT017
FDA25,2606.64495383,OUT027
FDD20,2059.12052942,OUT013
FDL25,1455.88395064,OUT013
NCO18,2909.27268856,OUT049
FDJ45,587.478998856,OUT017
FDR12,2807.31282886,OUT035
NCF19,120.824536862,OUT010
FDK25,2699.96229537,OUT046
NCR17,1934.08960823,OUT046
FDC52,2485.40317074,OUT046
NCA54,3052.274243,OUT017
FDR45,591.477668146,OUT010
NCM19,1927.77815732,OUT049
FDF39,6017.39608428,OUT027
FDX23,1542.94413896,OUT049
FDD58,2598.29806363,OUT027
FDX28,1641.51681045,OUT013
NCD31,2604.93590015,OUT013
FDU57,2394.93924065,OUT018
FDI27,777.368094478,OUT046
NCM42,1653.14535901,OUT046
FDD32,2061.21181432,OUT027
FDI34,3769.87423484,OUT013
NCM29,2071.36514525,OUT049
FDG46,1746.4870671,OUT018
DRC01,120.824536862,OUT010
FDB15,6007.41208208,OUT027
NCA17,3999.30500448,OUT027
FDF10,2474.49590585,OUT046
FDR26,4816.6591768,OUT027
FDI02,1747.54755445,OUT049
NCM54,276.509297915,OUT010
FDF14,2484.0132938,OUT013
FDJ33,269.626334341,OUT010
FDM20,4045.98250762,OUT035
FDC03,5592.24223007,OUT027
NCX05,1945.7065752,OUT046
NCM41,2560.45949577,OUT027
NCU29,362.686240674,OUT010
FDQ59,1324.57050599,OUT017
FDH46,229.114906523,OUT010
FDH09,811.550154572,OUT013
NCD06,766.96959944,OUT045
FDC15,2495.69493957,OUT035
DRD37,1196.22064633,OUT027
FDT28,3982.0990538,OUT027
FDR28,4138.44776721,OUT027
FDT38,1346.8486199,OUT017
FDV34,1529.26331823,OUT027
FDY52,1007.55832315,OUT035
FDB34,1422.59487388,OUT013
DRL23,1633.84594172,OUT018
DRB24,2492.71867125,OUT046
FDJ50,867.266958365,OUT046
FDQ49,2489.27142199,OUT035
FDP20,2029.26862681,OUT035
FDV19,4115.02752074,OUT027
NCR54,3067.65663114,OUT045
FDO09,591.477668146,OUT010
FDS57,2030.6268225,OUT018
FDN10,1950.93146825,OUT049
FDV23,2056.92070913,OUT049
FDY28,3706.29257318,OUT049
DRG51,2604.93590015,OUT013
FDD45,235.01130249,OUT019
NCL18,5567.61119299,OUT027
NCM29,2075.84479354,OUT013
FDF17,5593.4084783,OUT027
FDE22,2551.35983884,OUT017
FDQ22,589.628404005,OUT017
FDS01,2993.07803443,OUT013
FDW35,1171.98006472,OUT027
FDJ33,2043.03157877,OUT046
NCF54,2895.78343085,OUT035
FDE09,1687.55087791,OUT013
NCE06,2603.43562693,OUT045
DRH49,1297.23176239,OUT049
FDY43,2768.94134315,OUT045
NCT05,4026.23985481,OUT017
FDZ34,3082.94168696,OUT045
FDL38,1357.83660672,OUT017
FDZ31,3085.45340662,OUT017
FDR14,850.866576265,OUT035
NCN54,1292.6582036,OUT049
NCC42,3283.47866501,OUT027
FDK08,1568.70630672,OUT017
FDP59,1650.63205946,OUT013
FDV22,2560.68494298,OUT035
FDD33,3922.72579027,OUT035
DRE60,6007.41208208,OUT027
FDK52,3891.33391379,OUT046
FDA02,2435.33447191,OUT017
FDM56,1658.31539827,OUT049
FDE57,2089.70168683,OUT035
FDM32,1373.93557707,OUT045
NCQ30,3190.87784715,OUT027
FDQ27,2606.64495383,OUT027
FDT60,3249.40609457,OUT027
FDU43,3946.92678233,OUT049
NCO55,1652.09774989,OUT035
FDG02,3068.61498265,OUT045
FDJ28,3109.82165487,OUT013
FDP40,1745.54009947,OUT045
FDJ38,3094.8548152,OUT045
NCC54,3830.17598678,OUT017
NCZ41,2063.37800413,OUT046
FDK38,362.580331759,OUT019
FDU52,2496.82549025,OUT013
FDC40,1229.22719267,OUT046
NCR30,1132.76891914,OUT017
NCN18,1744.81816146,OUT017
FDB50,1287.7965549,OUT035
FDG04,3088.19823598,OUT013
FDR26,2889.74613456,OUT035
NCT17,2998.05992232,OUT018
FDX35,6008.40143658,OUT027
FDS12,2055.51968793,OUT046
NCZ29,3269.48811948,OUT027
FDB38,365.175237573,OUT010
FDP12,652.272863293,OUT013
FDP22,800.684923833,OUT046
FDS26,3791.87300664,OUT018
FDR52,3106.5320182,OUT046
DRJ13,2601.80671082,OUT046
FDU48,3276.17865385,OUT027
FDE29,945.762211299,OUT035
NCT29,2046.76607693,OUT049
DRK37,2984.39257162,OUT018
FDK55,1368.3020802,OUT046
FDR07,1536.2319901,OUT046
FDO21,6007.41208208,OUT027
FDK46,4213.50527802,OUT049
FDB12,1650.63205946,OUT045
FDT31,5163.06644447,OUT027
FDJ33,2017.25598515,OUT045
FDC26,3008.99862847,OUT027
NCQ02,3086.24926629,OUT045
FDP08,498.502406457,OUT010
FDB11,6007.41208208,OUT027
FDV55,2492.86329765,OUT013
FDW20,2049.83521641,OUT049
NCJ18,284.211910876,OUT019
FDC41,1176.2870838,OUT018
FDE14,2604.31122824,OUT027
FDG35,2835.80844437,OUT013
FDF45,852.459358265,OUT035
FDS19,1934.46797501,OUT027
FDS58,362.168160989,OUT019
FDA26,3676.75881059,OUT017
FDM32,1362.36563575,OUT049
FDL45,2050.57050733,OUT046
FDZ55,2604.91378948,OUT049
FDY37,2105.70160549,OUT049
FDO46,3095.32532355,OUT046
FDQ60,2034.21443406,OUT046
FDA19,1936.79876161,OUT018
FDL15,2477.42290043,OUT046
FDM10,3409.89602432,OUT018
NCL05,616.266606862,OUT017
DRK49,120.824536862,OUT010
NCE18,6017.39608428,OUT027
FDG40,603.865638579,OUT049
DRI59,3810.14474025,OUT045
FDK28,4114.46641734,OUT035
NCD06,120.824536862,OUT019
FDO11,590.045799935,OUT019
FDK27,2014.22777127,OUT046
FDT43,1202.63217758,OUT027
FDD38,1630.43354082,OUT018
FDA16,3772.99197887,OUT049
FDL14,4015.90955756,OUT027
NCM17,639.072008595,OUT049
FDD20,2030.8818023,OUT045
FDA40,1366.37171258,OUT045
FDL43,1288.25796873,OUT045
FDV15,1649.60948766,OUT045
FDE52,1377.2939283,OUT046
NCL17,354.687595323,OUT010
NCJ31,3882.57791711,OUT045
FDR60,1286.46320325,OUT045
NCA18,1928.18081042,OUT035
FDS21,1445.98350815,OUT027
FDW09,1285.57740428,OUT035
FDL26,2498.72598126,OUT035
FDS47,1366.20863793,OUT018
FDC39,3437.86815313,OUT046
FDT51,1725.8134913,OUT035
FDK40,4214.28331495,OUT035
NCG19,3847.33020362,OUT045
FDZ07,1006.69694261,OUT046
FDF08,2469.16385633,OUT027
FDO04,981.11476415,OUT013
FDK41,1325.68846994,OUT018
FDP15,4144.56067966,OUT049
NCD43,1633.84594172,OUT018
NCP18,2464.50525449,OUT013
FDZ51,1449.48536992,OUT046
DRH13,1657.01969412,OUT035
FDF38,620.329763676,OUT045
NCI43,763.757516,OUT045
FDM38,1348.75473872,OUT027
FDS03,1235.36516431,OUT013
DRJ47,2866.68962539,OUT017
FDT50,222.652430118,OUT010
FDV02,2881.16709168,OUT046
NCG18,1650.63205946,OUT017
FDW52,2614.35063817,OUT046
FDS40,590.759416598,OUT035
FDN31,3086.16257655,OUT017
FDA37,2026.27624678,OUT045
FDA15,4074.21635355,OUT046
FDL39,3072.16510656,OUT046
FDJ53,2015.08206185,OUT045
FDX22,3582.10855332,OUT013
NCZ42,3899.27495535,OUT045
FDD56,4530.36416228,OUT027
FDD40,3084.79459111,OUT017
FDS50,3682.9194903,OUT013
NCN14,3153.17643171,OUT013
FDT15,3143.32846493,OUT013
NCS18,2632.36342286,OUT027
NCO26,265.148326427,OUT010
FDF58,963.603709075,OUT018
NCB19,1422.65187083,OUT013
FDH26,2081.64324331,OUT017
DRB24,4021.71792753,OUT027
FDA49,1344.45007692,OUT018
FDB32,1515.90305493,OUT045
FDI36,3069.159844,OUT017
NCA17,352.701062568,OUT010
FDH22,2057.92991017,OUT013
NCM26,2416.34274242,OUT018
FDT15,5159.22658358,OUT027
FDB16,1349.39246411,OUT018
NCP54,3249.40609457,OUT027
FDJ36,1647.66072058,OUT013
FDO28,2012.19212006,OUT045
FDU09,972.643651182,OUT013
FDF29,2038.88777218,OUT017
FDY08,2092.7516341,OUT013
DRJ59,588.588777121,OUT018
FDT23,1945.43572694,OUT027
FDU15,589.748656083,OUT018
FDT47,1546.93578959,OUT013
FDI53,390.249384558,OUT019
FDR59,3792.2071797,OUT018
FDD53,615.104632326,OUT035
FDY51,3691.14841175,OUT017
FDT04,621.565480622,OUT049
FDU51,2899.18343895,OUT049
FDG14,2489.77475964,OUT035
NCU06,3772.65107214,OUT045
DRG25,3131.400835,OUT046
DRH49,1327.98533769,OUT035
FDN15,2053.37981291,OUT035
FDL43,1210.10717359,OUT018
NCT18,3143.35213087,OUT049
NCB31,4152.04256394,OUT013
FDK57,1981.2939949,OUT035
FDY04,383.335525275,OUT019
NCP54,2052.87029712,OUT046
FDF41,3876.41822881,OUT013
FDM01,1649.60948766,OUT045
FDW03,1650.63205946,OUT045
FDF28,2015.56952777,OUT045
FDY37,2086.60435246,OUT017
FDQ03,3948.3229657,OUT017
FDP51,3179.07682341,OUT027
FDJ40,1726.10075655,OUT017
FDC32,1450.30002376,OUT049
DRI49,2093.24184102,OUT027
NCW54,849.933430206,OUT017
FDF09,589.628404005,OUT017
FDP45,3672.74453365,OUT018
DRJ23,2993.63333476,OUT018
FDS59,1727.1151658,OUT017
FDY08,2069.88192498,OUT046
FDX16,2480.22553233,OUT049
FDY16,3018.01526167,OUT018
FDK32,2493.92498265,OUT035
FDQ22,672.480632634,OUT013
NCC31,2420.66622298,OUT018
FDG58,2491.33118991,OUT049
DRF48,3104.134607,OUT013
DRH36,1116.74115468,OUT049
NCR30,1176.35056277,OUT035
FDB03,590.045799935,OUT019
FDZ28,3271.70464532,OUT027
FDR35,3073.54294139,OUT017
DRD15,6007.41208208,OUT027
FDJ33,285.14596319,OUT019
FDA56,269.507106642,OUT010
FDP56,777.786812821,OUT046
NCT30,776.540702095,OUT046
FDK15,1629.40236866,OUT017
FDH44,2408.88128209,OUT018
FDV01,2486.4568418,OUT013
DRG03,2439.04511202,OUT017
FDG50,2476.19372319,OUT027
FDR16,558.765241575,OUT010
FDZ60,1653.14535901,OUT046
DRG03,2489.4867441,OUT045
FDS56,3792.2071797,OUT018
FDU33,759.590105588,OUT045
DRD27,1565.34010275,OUT035
FDW22,3705.96103078,OUT046
DRA24,2607.63429259,OUT045
FDF38,624.369682646,OUT049
FDX48,2477.42290043,OUT013
FDS58,2506.69422622,OUT018
FDC32,1448.85562073,OUT046
NCQ29,4129.5964894,OUT045
DRK39,1320.80858592,OUT018
NCS38,1917.26545606,OUT017
DRO47,1748.24868414,OUT013
DRG27,1171.98006472,OUT027
FDC57,5553.89945985,OUT027
FDS55,2477.46962519,OUT046
NCJ06,1884.15994468,OUT018
FDO01,287.265077625,OUT019
NCM55,3105.10681102,OUT045
FDC52,2488.86734235,OUT049
FDQ15,1289.74950765,OUT045
NCT30,1206.25419945,OUT027
NCR42,1162.10050837,OUT027
FDD28,852.103070639,OUT035
FDQ34,1650.63205946,OUT049
FDZ12,3313.92049967,OUT027
DRE13,207.983322021,OUT019
NCN07,290.851491716,OUT019
FDM28,3058.39340596,OUT035
FDI10,2876.5590086,OUT017
FDQ25,2797.92706022,OUT013
FDA38,592.068794729,OUT010
DRI13,3626.59205993,OUT049
FDY20,2479.91735383,OUT027
NCZ53,3101.08776198,OUT035
NCM31,2468.91133432,OUT013
DRB01,3085.3085208,OUT017
DRF37,4210.1214714,OUT046
NCF42,2909.27268856,OUT049
FDF16,2390.50636338,OUT018
FDB41,805.022849896,OUT013
FDR34,3752.1438527,OUT013
FDR15,2410.93315639,OUT018
NCV42,271.681996205,OUT019
FDW51,3633.6199054,OUT035
FDU36,1543.45190722,OUT017
FDX60,1309.43689481,OUT049
FDY03,1893.21464119,OUT035
FDW55,4053.92994621,OUT045
FDT01,554.320355804,OUT010
FDG58,2492.01914395,OUT013
FDK21,4051.32642867,OUT017
NCS41,456.874238191,OUT019
FDS10,3079.48558785,OUT045
NCT53,2589.50346627,OUT046
FDJ28,2977.94317913,OUT018
FDX44,1363.82874933,OUT045
FDT20,606.737428806,OUT018
FDO44,1686.1278102,OUT017
NCX17,3848.74455153,OUT049
FDY01,1930.3186577,OUT017
FDJ12,5823.9643935,OUT027
DRK35,587.478998856,OUT018
FDD47,397.053893918,OUT019
NCM53,1651.43523286,OUT035
FDO45,1420.42410342,OUT013
NCM42,248.896429469,OUT010
FDE04,2999.57998005,OUT046
NCI30,6007.41208208,OUT027
FDZ19,2873.62893943,OUT013
FDW57,2859.24138541,OUT013
FDA25,1647.66072058,OUT013
FDT22,899.583871164,OUT046
FDP51,1987.2931657,OUT013
FDD48,3175.56697253,OUT027
FDY39,3127.29570937,OUT035
FDO48,590.397805647,OUT010
FDD23,5184.73210281,OUT027
DRN35,1162.10050837,OUT027
FDT01,3722.75748441,OUT035
FDC20,128.72656748,OUT010
DRJ35,985.910558787,OUT035
FDB32,1453.57000423,OUT046
FDL24,2881.16709168,OUT046
NCV42,1800.21125483,OUT035
FDZ46,1658.31539827,OUT046
FDC15,2490.62937954,OUT013
FDD08,120.824536862,OUT019
FDY50,1375.228011,OUT049
FDD36,2000.91369655,OUT013
FDG57,1201.99232499,OUT027
FDL21,611.824214584,OUT018
FDN16,2604.31122824,OUT027
FDJ09,1206.0787562,OUT027
FDS01,430.352911768,OUT010
FDV33,4107.92417566,OUT017
DRE12,1917.26545606,OUT017
FDR07,1547.95729503,OUT013
FDP48,468.744512255,OUT010
NCB55,851.358231986,OUT035
FDQ08,1084.3474841,OUT013
FDR34,3791.15895221,OUT035
FDO33,1750.2653179,OUT046
FDP13,615.63994606,OUT045
FDX12,3910.90095582,OUT049
NCT06,2663.53965084,OUT049
FDR16,556.926378587,OUT019
FDE36,2607.17050616,OUT046
FDZ36,3146.75296218,OUT049
FDV13,1365.01585938,OUT045
NCZ17,590.57780184,OUT035
FDU56,3118.81345232,OUT045
FDM09,2882.50183337,OUT035
FDV02,2877.09361614,OUT017
FDS34,1750.79932204,OUT018
FDA11,1514.87332451,OUT049
FDP09,3601.33988041,OUT017
FDB29,3170.51552908,OUT027
FDT19,2876.76832413,OUT017
DRH15,641.684468554,OUT017
FDY38,3755.72745592,OUT046
FDF14,4008.79484429,OUT027
FDN48,217.503109522,OUT010
FDQ12,3774.23002361,OUT013
NCJ43,2844.478132,OUT045
FDE17,353.730037036,OUT019
FDB05,4034.20763149,OUT035
FDH10,3071.01840742,OUT045
NCR06,611.824214584,OUT017
FDU32,1912.14841798,OUT018
FDD56,2895.94486114,OUT049
FDO36,2955.68791385,OUT018
FDH16,215.651894971,OUT010
FDX10,587.297384098,OUT018
FDZ37,1359.29654071,OUT017
FDU31,561.564489075,OUT010
DRC49,2111.10728269,OUT049
FDL15,2477.90250644,OUT045
FDN32,485.029630708,OUT019
DRH59,1480.9348121,OUT027
NCU29,2469.7405572,OUT049
FDR37,466.894734445,OUT019
FDS14,2472.34840994,OUT018
FDU02,6007.41208208,OUT027
FDJ08,3070.28508639,OUT035
NCZ06,4061.24235361,OUT045
FDO31,1320.53376908,OUT049
FDH31,1625.5152349,OUT018
FDS58,2542.66275167,OUT017
NCA53,1201.81688173,OUT027
FDF50,3084.10967858,OUT046
NCW42,3694.2205488,OUT049
NCQ17,2500.65199749,OUT045
FDK51,3789.10487796,OUT018
NCW41,359.773793568,OUT010
NCR29,846.687302121,OUT017
FDB08,361.436036459,OUT019
FDA40,2300.75580047,OUT027
FDL14,2479.3464875,OUT018
FDB47,3530.24025246,OUT046
FDO03,3858.83238905,OUT035
DRK13,501.66614244,OUT019
FDX13,592.21487691,OUT010
FDF52,3143.76465007,OUT046
FDT11,3111.83183387,OUT013
FDB08,2598.48074281,OUT013
FDQ28,2426.1766748,OUT018
FDD29,4072.53304339,OUT045
NCQ29,6018.53125855,OUT027
NCO02,1234.7885479,OUT013
FDR56,499.363780992,OUT010
NCM54,2054.80678264,OUT049
FDP51,1931.16716402,OUT035
FDT38,1421.16119141,OUT013
FDZ20,3656.86255314,OUT018
FDJ53,2035.23027982,OUT013
FDX13,4034.91407195,OUT049
FDP58,3742.00958861,OUT035
NCK31,122.060966485,OUT019
FDA35,1911.07651439,OUT018
FDV37,2974.60288457,OUT018
NCO07,5839.56216856,OUT027
FDA20,3108.65827843,OUT045
FDZ59,2754.6169703,OUT035
NCY17,653.689970247,OUT017
FDQ28,2487.75298476,OUT035
FDV35,2443.92521288,OUT017
FDQ36,650.799855511,OUT013
FDD34,2535.28804902,OUT018
FDK51,4128.59749235,OUT045
FDV31,2846.18919528,OUT035
FDR04,1534.04815679,OUT035
FDR14,852.370902179,OUT049
DRC36,429.328138561,OUT010
FDE39,288.993741987,OUT019
FDP57,1649.3096039,OUT049
FDE57,2115.47728044,OUT046
NCN18,1741.49461584,OUT046
NCQ05,2402.02253301,OUT018
FDW47,2001.09202816,OUT035
FDV46,2055.28381965,OUT035
NCP29,1030.00545434,OUT045
FDE09,1678.11839643,OUT018
NCU06,6007.41208208,OUT027
FDT19,420.67834258,OUT010
DRF15,2441.81572992,OUT017
DRI51,2780.15468638,OUT013
NCX54,1650.63205946,OUT013
DRE01,3900.8488695,OUT013
NCB07,3059.95560542,OUT045
FDU50,1918.48167691,OUT035
FDG40,590.759416598,OUT035
FDW10,2737.18179097,OUT018
FDX51,3094.45331917,OUT013
NCP17,1043.21794027,OUT045
FDP21,3097.59917737,OUT035
FDL04,1650.63205946,OUT045
FDV23,2053.78419148,OUT013
FDF24,1326.21605999,OUT046
FDH56,3170.51552908,OUT027
FDB51,971.110043561,OUT049
FDI58,2586.05721469,OUT027
FDR20,805.9551237,OUT013
FDC51,1911.89667529,OUT018
FDB16,2301.35838471,OUT027
FDE40,944.629133303,OUT049
NCM17,625.523580516,OUT035
FDU56,3126.78742864,OUT035
FDS32,298.14432188,OUT019
FDX02,3745.78157347,OUT049
FDT39,4006.19641049,OUT027
FDE35,851.999348166,OUT017
NCI42,548.859712321,OUT019
DRL23,1650.63205946,OUT046
FDA10,2054.0445005,OUT046
FDA11,1519.9032694,OUT013
NCM06,2484.63325607,OUT046
NCT05,4088.02418506,OUT035
NCQ02,481.154457062,OUT010
NCY06,2071.36514525,OUT049
FDY56,3722.52340954,OUT035
FDL02,1650.63205946,OUT035
NCI06,2923.20670177,OUT035
FDQ14,2470.17300275,OUT045
FDQ12,3759.14075837,OUT017
FDP36,774.457212161,OUT046
FDK21,6007.41208208,OUT027
FDO40,2474.89679376,OUT045
NCK54,283.776560522,OUT019
FDY09,2787.52106029,OUT018
NCW30,4143.89831076,OUT049
NCC55,1162.10050837,OUT027
FDE58,1816.530261,OUT018
FDR39,3153.17643171,OUT013
FDU28,3124.37088191,OUT049
FDH08,3756.52796305,OUT017
FDG35,2835.75578969,OUT045
FDG22,603.865638579,OUT049
FDC34,2551.49447804,OUT035
FDP15,3720.99533005,OUT018
FDK34,591.477668146,OUT010
FDU45,1921.43873752,OUT035
FDQ04,1170.83952742,OUT027
FDX22,3371.02008476,OUT018
FDB45,1650.63205946,OUT017
NCH43,5905.96060519,OUT027
DRE60,3685.9093008,OUT046
FDD17,6008.40143658,OUT027
NCM54,2039.47055119,OUT017
NCH55,2063.70574572,OUT013
NCT06,2555.04607572,OUT017
FDA48,5999.88992432,OUT027
FDY58,6007.41208208,OUT027
FDO25,3609.32700211,OUT045
FDN50,1500.08002468,OUT045
FDH35,2603.33951472,OUT035
FDK09,3755.28714766,OUT045
FDO16,1423.66460375,OUT013
FDW11,1045.31840697,OUT045
FDU47,3283.47866501,OUT027
NCQ42,277.542717965,OUT010
FDK55,2476.19372319,OUT027
FDN08,1948.68987979,OUT049
FDT57,3853.10670348,OUT045
FDJ12,3339.34869226,OUT018
DRL59,787.655871713,OUT017
NCN53,609.669374901,OUT046
FDO51,120.824536862,OUT010
FDK56,3087.30075713,OUT017
FDY12,807.711118843,OUT035
FDU15,590.57780184,OUT035
FDQ19,3976.50718767,OUT046
DRF15,2491.00017055,OUT045
DRE25,233.757203185,OUT019
FDK57,1863.63357916,OUT018
FDD33,591.477668146,OUT010
FDR34,6007.41208208,OUT027
FDU04,2028.32973458,OUT045
FDE35,142.990125767,OUT019
NCD31,2611.21557459,OUT035
FDJ56,1628.83152008,OUT035
NCU53,2600.02980416,OUT046
FDD39,3590.51659233,OUT035
NCU17,249.180780675,OUT019
FDJ20,2042.04270087,OUT046
NCW41,2472.07986169,OUT018
FDL52,608.010013592,OUT035
FDS39,2084.40566016,OUT035
DRJ47,2874.52661799,OUT045
FDP13,120.824536862,OUT010
DRK39,190.549734065,OUT010
FDF28,272.527779639,OUT010
FDB09,2022.98771548,OUT045
FDM51,1569.50068491,OUT046
DRM49,720.988274101,OUT018
DRF23,2854.13708768,OUT013
DRH01,2874.34254971,OUT035
FDH12,2630.7870229,OUT027
FDA28,289.927794301,OUT019
FDW37,1369.48232853,OUT018
FDF02,1650.63205946,OUT046
DRL37,641.016399128,OUT046
NCF43,2118.00244871,OUT046
FDH08,592.068794729,OUT010
FDR34,589.721405856,OUT019
NCK19,3079.39329742,OUT049
NCD55,616.448221621,OUT018
FDT27,3764.97430944,OUT049
FDQ57,2482.19091473,OUT045
FDA47,2615.23094289,OUT035
DRG15,1443.84453569,OUT027
FDE05,2415.7926897,OUT018
FDN46,1641.51681045,OUT046
FDX27,2565.64127846,OUT027
FDT51,1720.49175564,OUT045
FDU33,707.2643067,OUT013
FDJ16,1374.23209472,OUT027
FDD20,288.993741987,OUT019
FDT36,603.684023821,OUT049
DRF15,3994.98933862,OUT027
FDN52,206.589097773,OUT010
FDC22,5555.0965558,OUT027
FDX15,2609.3033968,OUT045
FDT13,3127.03840516,OUT013
FDU04,2026.6259391,OUT017
FDU31,558.222136976,OUT019
FDW59,2283.8573369,OUT027
NCO29,2606.96331116,OUT046
FDL15,2476.20112101,OUT035
FDI41,2489.00029298,OUT049
FDQ48,1566.46827438,OUT049
DRI39,980.860461374,OUT013
FDI08,4043.36182742,OUT013
FDC21,1716.54064987,OUT049
FDF58,998.938976356,OUT035
FDS08,435.560196981,OUT010
FDE47,2025.38068906,OUT045
NCP18,356.75509956,OUT019
NCR41,1546.57069131,OUT013
FDA27,4066.76410208,OUT013
FDA43,3086.44092406,OUT035
FDA49,1360.54010498,OUT045
NCE55,2794.32206393,OUT018
DRM49,1206.0787562,OUT027
FDF22,5845.89289494,OUT027
FDQ15,1286.59446878,OUT018
NCS54,2869.20339192,OUT017
NCY05,650.981470269,OUT013
FDR45,3999.22335749,OUT046
FDK57,2050.52123763,OUT049
FDF41,592.068794729,OUT010
FDV21,2061.95935772,OUT046
FDD51,771.103951224,OUT046
FDF33,1658.31539827,OUT046
FDA38,3840.14414285,OUT046
FDR56,3059.26566157,OUT045
NCN41,2023.35835303,OUT017
FDC60,2394.39942217,OUT027
FDB47,3532.58282854,OUT045
DRH01,2868.76336725,OUT013
FDW08,1649.3096039,OUT046
FDF38,1170.83952742,OUT027
FDY32,2555.28173538,OUT017
FDG34,1656.99294271,OUT049
FDG47,590.045799935,OUT019
NCF18,3095.75182686,OUT035
FDL39,452.997201944,OUT019
NCH55,2034.99314487,OUT035
DRJ35,950.486417416,OUT049
FDS44,3944.19273071,OUT035
DRE01,3552.12389024,OUT018
FDY39,3144.35603083,OUT013
FDY32,2518.08274348,OUT018
FDR33,3148.14248947,OUT027
NCP50,1308.90495756,OUT049
FDZ47,1542.79818267,OUT018
FDU57,2474.42683642,OUT049
FDY44,3106.6437044,OUT013
DRH59,1132.38907695,OUT018
FDB03,6007.41208208,OUT027
FDY46,3112.48116893,OUT045
FDM39,2888.2108918,OUT045
FDY36,1155.51392378,OUT035
NCM55,3123.69224501,OUT035
FDJ50,122.251985643,OUT010
DRL60,2468.26398965,OUT013
NCJ54,3902.8385475,OUT049
FDX59,587.478998856,OUT017
FDI07,3131.69133362,OUT013
DRF51,120.824536862,OUT010
FDM14,1658.31539827,OUT017
FDP21,3076.31822309,OUT045
FDE40,1040.13581809,OUT035
FDE05,2489.29089689,OUT035
FDM13,3278.77542797,OUT027
FDC34,4058.83333579,OUT027
NCI55,1910.3789349,OUT018
NCE43,2656.63611614,OUT018
FDW58,1635.31163215,OUT018
FDG60,3837.82274289,OUT045
FDV31,2834.94114232,OUT017
FDR47,3106.08467359,OUT013
FDM60,120.824536862,OUT019
NCF06,3769.9351309,OUT018
NCN26,3175.56697253,OUT027
FDQ59,1351.24982492,OUT049
FDF09,609.669374901,OUT046
NCS06,4105.27195424,OUT017
FDT44,1956.65084207,OUT046
FDI19,4004.9696473,OUT017
FDT22,921.624100743,OUT017
NCF54,4239.32959117,OUT027
DRG25,3115.50773063,OUT045
FDB59,3056.62049871,OUT017
FDQ37,3044.69723069,OUT017
FDP56,762.242798218,OUT035
FDW44,2876.34744089,OUT035
FDJ26,559.878308664,OUT010
FDU43,3567.87951012,OUT018
FDW33,1650.63205946,OUT045
NCX53,3390.00547088,OUT027
FDN56,362.686240674,OUT010
DRF15,2483.2297976,OUT049
FDO33,1917.16687784,OUT017
FDZ39,229.781317338,OUT010
NCJ19,849.933430206,OUT017
